ax,ay,az,gx,gy,gz,target,target_name
0.11,0.01,0.31,67.38,104.19,11.84,1.0,up-down
0.07,-0.0,1.27,37.23,-2.26,7.39,1.0,up-down
0.08,0.19,2.16,24.11,-51.45,13.18,1.0,up-down
0.01,0.15,2.28,12.63,-18.49,5.8,1.0,up-down
-0.09,0.11,1.67,9.52,48.89,0.24,1.0,up-down
-0.15,0.08,1.51,6.47,64.94,-2.5,1.0,up-down
-0.2,-0.02,1.88,2.5,43.46,-7.51,1.0,up-down
-0.22,-0.01,1.89,6.41,49.62,-4.03,1.0,up-down
-0.25,0.01,1.77,14.71,67.87,1.46,1.0,up-down
-0.27,-0.0,1.65,21.06,77.21,2.01,1.0,up-down
-0.28,-0.04,1.55,23.86,80.63,1.04,1.0,up-down
-0.29,-0.1,1.56,23.8,80.02,2.08,1.0,up-down
-0.28,-0.09,1.57,25.76,83.31,7.2,1.0,up-down
-0.27,-0.06,1.43,30.15,94.6,11.96,1.0,up-down
-0.25,-0.09,1.28,31.92,103.33,13.67,1.0,up-down
-0.23,-0.05,1.24,31.62,104.06,17.88,1.0,up-down
-0.2,-0.04,1.2,30.33,104.74,19.71,1.0,up-down
-0.2,-0.07,1.12,30.88,109.25,19.35,1.0,up-down
-0.2,-0.08,1.07,30.7,112.3,20.51,1.0,up-down
-0.18,-0.07,1.03,31.8,113.16,23.13,1.0,up-down
-0.14,-0.04,0.95,33.14,114.62,25.63,1.0,up-down
-0.1,-0.02,0.86,32.9,116.82,27.65,1.0,up-down
-0.06,-0.01,0.78,29.97,116.88,27.95,1.0,up-down
-0.03,0.01,0.68,26.43,117.13,27.71,1.0,up-down
0.0,0.02,0.59,22.34,116.21,26.92,1.0,up-down
0.0,0.04,0.49,18.92,112.0,25.09,1.0,up-down
0.08,0.01,0.43,15.5,105.71,22.83,1.0,up-down
0.08,-0.01,0.38,12.15,97.72,21.61,1.0,up-down
0.12,0.02,0.43,7.26,87.89,22.52,1.0,up-down
0.14,0.08,0.37,6.71,83.5,22.83,1.0,up-down
0.15,0.05,0.24,6.47,82.46,18.31,1.0,up-down
0.18,0.09,0.24,5.55,72.75,14.65,1.0,up-down
0.18,0.05,0.24,4.88,65.06,9.22,1.0,up-down
0.19,0.04,0.24,5.07,59.39,5.62,1.0,up-down
0.2,0.03,0.17,6.35,57.19,2.2,1.0,up-down
0.2,0.03,0.16,7.32,51.27,-0.31,1.0,up-down
0.19,-0.02,0.12,7.69,44.37,-3.17,1.0,up-down
0.2,0.01,0.07,7.57,36.44,-2.93,1.0,up-down
0.22,0.03,0.06,6.35,26.86,-3.66,1.0,up-down
0.21,0.02,0.11,3.66,15.69,-6.59,1.0,up-down
0.2,0.03,0.1,2.01,8.24,-8.24,1.0,up-down
0.18,-0.01,0.04,0.49,3.36,-10.68,1.0,up-down
0.16,-0.04,-0.0,-2.87,-4.03,-11.6,1.0,up-down
0.15,-0.03,-0.0,-6.9,-15.08,-10.25,1.0,up-down
0.14,-0.04,0.01,-9.77,-26.31,-9.64,1.0,up-down
0.12,-0.05,0.02,-12.15,-36.38,-8.97,1.0,up-down
0.1,-0.05,0.04,-14.28,-45.72,-7.69,1.0,up-down
0.09,-0.05,0.08,-16.11,-55.36,-7.2,1.0,up-down
0.08,-0.04,0.13,-17.58,-64.33,-6.47,1.0,up-down
0.08,-0.01,0.18,-19.1,-70.86,-5.68,1.0,up-down
0.09,0.03,0.22,-19.78,-76.05,-6.04,1.0,up-down
0.07,0.05,0.27,-19.17,-80.81,-8.12,1.0,up-down
0.06,0.02,0.33,-18.25,-86.12,-11.35,1.0,up-down
0.05,0.03,0.38,-16.97,-90.21,-12.88,1.0,up-down
0.06,0.03,0.41,-15.99,-93.14,-14.16,1.0,up-down
0.05,0.03,0.42,-16.05,-96.01,-15.93,1.0,up-down
0.06,0.03,0.44,-16.78,-100.34,-18.01,1.0,up-down
0.05,0.05,0.51,-19.9,-104.06,-20.32,1.0,up-down
0.05,0.07,0.59,-23.74,-104.74,-22.77,1.0,up-down
-0.03,-0.06,0.8,-28.2,-105.71,-27.47,1.0,up-down
-0.06,-0.19,0.4,-33.69,-98.88,-31.68,1.0,up-down
-0.14,0.11,0.71,-52.86,-113.59,-19.59,1.0,up-down
-0.11,0.02,1.07,-58.47,-141.05,-18.07,1.0,up-down
-0.19,-0.04,1.22,-61.46,-124.63,-29.48,1.0,up-down
-0.21,-0.11,1.21,-57.07,-109.37,-17.64,1.0,up-down
-0.24,0.2,1.3,-50.66,-114.44,-3.23,1.0,up-down
-0.23,0.05,1.46,-42.42,-121.09,-11.23,1.0,up-down
-0.24,0.11,1.75,-38.21,-128.78,-13.85,1.0,up-down
-0.23,0.23,1.97,-32.47,-122.19,-9.28,1.0,up-down
-0.25,0.21,2.0,-29.91,-102.72,-17.33,1.0,up-down
-0.25,0.09,1.95,-31.98,-84.41,-27.65,1.0,up-down
-0.26,0.07,2.03,-36.68,-77.15,-28.5,1.0,up-down
-0.24,-0.04,2.11,-43.33,-68.6,-21.61,1.0,up-down
-0.2,0.22,2.06,-41.26,-57.86,-2.38,1.0,up-down
-0.2,0.26,2.12,-29.72,-48.83,-2.2,1.0,up-down
-0.19,0.18,2.03,-14.4,-39.12,-10.5,1.0,up-down
-0.17,0.14,2.04,-1.53,-32.59,-12.39,1.0,up-down
-0.16,0.13,1.91,7.63,-23.25,-9.58,1.0,up-down
-0.14,0.09,1.89,9.22,-15.87,-8.91,1.0,up-down
-0.13,0.13,1.88,8.36,-7.26,-7.75,1.0,up-down
-0.12,0.09,1.76,7.81,6.65,-10.19,1.0,up-down
-0.13,0.02,1.64,6.35,16.6,-13.61,1.0,up-down
-0.15,-0.01,1.65,3.66,17.76,-13.18,1.0,up-down
-0.17,-0.02,1.66,2.56,18.07,-9.77,1.0,up-down
-0.21,-0.02,1.7,3.11,19.96,-5.62,1.0,up-down
-0.24,-0.03,1.76,6.23,21.79,-2.62,1.0,up-down
-0.25,-0.03,1.75,12.27,27.59,-0.18,1.0,up-down
-0.26,-0.02,1.74,19.17,33.81,1.95,1.0,up-down
-0.27,-0.02,1.77,23.5,38.88,3.23,1.0,up-down
-0.27,-0.01,1.75,26.61,46.02,4.27,1.0,up-down
-0.26,-0.02,1.69,29.11,54.75,4.76,1.0,up-down
-0.28,-0.09,1.68,30.33,60.61,4.52,1.0,up-down
-0.28,-0.14,1.62,32.59,66.41,6.53,1.0,up-down
-0.26,-0.15,1.52,35.95,74.1,11.9,1.0,up-down
-0.25,-0.13,1.48,37.48,78.31,17.03,1.0,up-down
-0.23,-0.09,1.46,38.45,81.36,21.79,1.0,up-down
-0.21,-0.1,1.43,38.64,86.06,23.99,1.0,up-down
-0.19,-0.11,1.37,39.37,91.92,25.94,1.0,up-down
-0.16,-0.05,1.27,41.44,97.29,31.19,1.0,up-down
-0.12,-0.0,1.16,44.49,100.28,34.36,1.0,up-down
-0.1,-0.01,1.12,44.25,100.1,33.33,1.0,up-down
-0.06,-0.01,1.08,41.32,101.56,32.23,1.0,up-down
-0.03,-0.0,0.99,37.17,107.24,31.86,1.0,up-down
0.01,0.02,0.86,34.18,112.61,31.43,1.0,up-down
0.04,0.04,0.74,31.74,113.89,30.64,1.0,up-down
0.06,0.01,0.64,29.42,111.21,28.63,1.0,up-down
0.08,-0.02,0.59,26.18,105.71,27.16,1.0,up-down
0.1,-0.02,0.55,23.93,98.88,27.65,1.0,up-down
0.13,-0.01,0.49,22.83,92.47,28.14,1.0,up-down
0.15,0.0,0.44,21.18,85.63,27.28,1.0,up-down
0.16,-0.02,0.36,17.94,79.16,25.33,1.0,up-down
0.16,-0.01,0.42,13.18,69.15,24.96,1.0,up-down
0.16,0.0,0.47,10.56,61.22,23.56,1.0,up-down
0.16,-0.05,0.43,9.16,61.95,17.88,1.0,up-down
0.17,-0.07,0.42,7.26,58.96,15.87,1.0,up-down
0.18,-0.06,0.44,4.15,55.3,14.59,1.0,up-down
0.2,-0.03,0.4,1.89,54.38,13.79,1.0,up-down
0.21,-0.03,0.35,0.67,52.92,10.5,1.0,up-down
0.22,-0.04,0.33,-0.79,47.18,8.18,1.0,up-down
0.23,0.01,0.33,-1.65,40.1,8.85,1.0,up-down
0.23,-0.03,0.29,-1.34,35.77,5.86,1.0,up-down
0.23,-0.04,0.25,-2.38,31.01,4.52,1.0,up-down
0.23,-0.02,0.22,-4.58,24.11,5.86,1.0,up-down
0.22,-0.04,0.21,-7.14,16.42,5.49,1.0,up-down
0.22,-0.01,0.21,-9.22,9.22,7.45,1.0,up-down
0.22,0.01,0.17,-10.86,2.75,8.85,1.0,up-down
0.22,0.03,0.14,-13.0,-4.64,8.67,1.0,up-down
0.22,0.05,0.13,-15.44,-14.04,8.61,1.0,up-down
0.22,0.08,0.13,-17.64,-22.46,8.36,1.0,up-down
0.22,0.09,0.12,-19.47,-30.58,6.71,1.0,up-down
0.21,0.11,0.11,-19.23,-38.45,4.27,1.0,up-down
0.19,0.1,0.11,-18.43,-47.12,0.85,1.0,up-down
0.18,0.12,0.12,-17.64,-54.26,-1.89,1.0,up-down
0.16,0.13,0.11,-17.27,-59.69,-5.43,1.0,up-down
0.13,0.12,0.08,-17.52,-64.82,-10.68,1.0,up-down
0.08,0.1,0.07,-18.07,-70.8,-16.3,1.0,up-down
0.03,0.07,0.03,-17.33,-77.7,-21.12,1.0,up-down
-0.03,0.02,0.04,-17.88,-86.98,-24.9,1.0,up-down
-0.1,-0.03,0.15,-19.84,-99.79,-26.92,1.0,up-down
-0.15,-0.01,0.26,-20.51,-109.99,-26.0,1.0,up-down
-0.15,-0.01,0.29,-19.04,-114.69,-25.27,1.0,up-down
-0.19,-0.02,0.38,-19.17,-120.3,-26.61,1.0,up-down
-0.19,0.03,0.52,-20.94,-125.37,-24.54,1.0,up-down
-0.14,0.04,0.58,-23.25,-124.69,-24.9,1.0,up-down
-0.13,0.15,1.05,-28.38,-125.61,-26.0,1.0,up-down
-0.23,-0.11,0.44,-32.53,-110.29,-25.88,1.0,up-down
-0.23,0.42,0.99,-43.52,-135.38,-15.08,1.0,up-down
-0.27,0.05,1.29,-41.2,-151.49,-30.46,1.0,up-down
-0.34,-0.01,1.35,-35.58,-128.42,-41.69,1.0,up-down
-0.34,-0.11,1.27,-30.33,-111.76,-32.65,1.0,up-down
-0.36,0.04,1.37,-32.71,-112.85,-24.35,1.0,up-down
-0.34,-0.07,1.54,-34.79,-114.5,-26.92,1.0,up-down
-0.34,0.01,1.71,-34.55,-113.4,-23.07,1.0,up-down
-0.35,0.08,1.85,-30.82,-104.92,-17.88,1.0,up-down
-0.29,-0.06,1.86,-27.22,-94.97,-21.97,1.0,up-down
-0.36,-0.05,2.0,-30.33,-92.47,-16.85,1.0,up-down
-0.31,0.11,2.16,-30.94,-88.75,-2.08,1.0,up-down
-0.28,0.17,2.24,-27.16,-74.71,-2.62,1.0,up-down
-0.29,0.19,2.25,-20.51,-56.21,-6.65,1.0,up-down
-0.28,0.14,2.23,-12.7,-40.65,-10.93,1.0,up-down
-0.28,0.03,2.13,-5.0,-26.18,-13.67,1.0,up-down
-0.27,0.01,2.09,1.71,-18.31,-10.07,1.0,up-down
-0.26,0.03,2.08,7.63,-11.47,-5.86,1.0,up-down
-0.25,-0.0,2.03,11.72,-2.2,-6.1,1.0,up-down
-0.25,-0.04,1.99,12.57,4.76,-6.04,1.0,up-down
-0.24,-0.03,1.91,10.74,11.35,-3.66,1.0,up-down
-0.23,-0.02,1.85,8.61,18.01,-1.95,1.0,up-down
-0.24,-0.02,1.9,5.62,21.42,-1.77,1.0,up-down
-0.24,-0.01,1.91,4.39,27.71,-0.49,1.0,up-down
-0.25,0.01,1.85,5.8,38.33,0.98,1.0,up-down
-0.25,-0.0,1.79,7.57,46.94,1.83,1.0,up-down
-0.25,-0.01,1.78,9.64,52.37,2.75,1.0,up-down
-0.25,0.01,1.72,13.61,58.53,4.94,1.0,up-down
-0.24,0.03,1.66,19.23,63.72,6.77,1.0,up-down
-0.25,0.03,1.62,24.29,65.98,7.75,1.0,up-down
-0.25,0.01,1.58,28.69,68.36,8.24,1.0,up-down
-0.26,-0.04,1.57,29.97,73.06,8.36,1.0,up-down
-0.25,-0.04,1.56,29.24,79.83,10.44,1.0,up-down
-0.23,-0.02,1.48,28.93,89.6,13.79,1.0,up-down
-0.22,-0.02,1.35,29.3,99.3,15.75,1.0,up-down
-0.2,-0.02,1.24,29.48,104.13,17.64,1.0,up-down
-0.19,-0.03,1.22,29.72,103.39,20.08,1.0,up-down
-0.18,-0.04,1.2,31.37,101.99,22.89,1.0,up-down
-0.16,-0.03,1.12,34.48,104.98,25.09,1.0,up-down
-0.13,-0.02,1.02,36.5,107.91,26.37,1.0,up-down
-0.11,0.0,0.95,36.25,108.76,27.47,1.0,up-down
-0.09,-0.01,0.92,34.06,108.76,26.79,1.0,up-down
-0.06,0.0,0.89,31.19,108.76,25.82,1.0,up-down
-0.02,0.03,0.79,28.69,111.45,25.63,1.0,up-down
0.0,0.02,0.65,24.96,113.83,23.07,1.0,up-down
0.04,0.02,0.59,18.86,111.15,21.0,1.0,up-down
0.07,0.04,0.59,13.0,105.41,18.92,1.0,up-down
0.09,0.02,0.56,9.46,102.29,15.5,1.0,up-down
0.11,0.03,0.5,9.03,99.79,14.34,1.0,up-down
0.13,0.06,0.48,11.47,92.53,15.08,1.0,up-down
0.14,0.04,0.4,15.38,87.34,12.7,1.0,up-down
0.15,-0.01,0.39,17.76,78.92,9.03,1.0,up-down
0.17,0.01,0.36,19.17,71.29,8.3,1.0,up-down
0.19,0.01,0.3,19.65,66.59,6.1,1.0,up-down
0.2,-0.03,0.26,16.97,60.55,2.81,1.0,up-down
0.22,0.05,0.28,14.28,53.59,2.99,1.0,up-down
0.21,0.05,0.2,12.7,51.64,-1.83,1.0,up-down
0.23,-0.02,0.21,9.28,46.69,-8.3,1.0,up-down
0.23,-0.05,0.18,8.67,39.98,-11.29,1.0,up-down
0.22,-0.05,0.15,6.59,33.51,-11.47,1.0,up-down
0.23,-0.02,0.12,5.0,26.67,-11.23,1.0,up-down
0.22,-0.02,0.1,3.48,18.43,-11.72,1.0,up-down
0.21,-0.01,0.1,2.93,8.97,-11.78,1.0,up-down
0.19,-0.05,0.06,2.5,0.61,-12.63,1.0,up-down
0.17,-0.05,0.02,0.79,-7.51,-12.08,1.0,up-down
0.15,-0.05,0.02,-2.01,-17.88,-10.99,1.0,up-down
0.12,-0.07,0.03,-5.55,-28.5,-11.66,1.0,up-down
0.1,-0.05,0.03,-8.97,-37.72,-11.05,1.0,up-down
0.08,-0.05,0.12,-14.04,-48.71,-11.84,1.0,up-down
0.05,-0.09,0.23,-19.1,-57.86,-13.98,1.0,up-down
0.03,-0.08,0.26,-22.77,-61.16,-12.39,1.0,up-down
0.02,-0.05,0.29,-26.0,-63.78,-10.62,1.0,up-down
0.02,-0.02,0.37,-29.36,-69.27,-9.7,1.0,up-down
0.02,0.05,0.44,-31.25,-73.36,-8.85,1.0,up-down
0.02,0.08,0.48,-30.82,-75.68,-10.62,1.0,up-down
0.01,0.11,0.52,-28.63,-78.55,-13.12,1.0,up-down
0.01,0.14,0.59,-25.09,-83.07,-14.95,1.0,up-down
-0.0,0.15,0.62,-19.78,-86.0,-18.43,1.0,up-down
-0.02,0.08,0.67,-15.08,-88.01,-24.72,1.0,up-down
-0.03,0.04,0.64,-11.29,-86.55,-28.87,1.0,up-down
-0.09,0.03,0.54,-10.01,-85.75,-31.25,1.0,up-down
-0.05,0.01,0.63,-11.78,-85.88,-31.92,1.0,up-down
-0.16,-0.24,0.31,-22.34,-82.09,-30.58,1.0,up-down
-0.09,0.13,0.84,-29.85,-118.41,-17.58,1.0,up-down
-0.14,-0.14,0.98,-35.1,-108.58,-36.8,1.0,up-down
-0.18,-0.29,0.87,-34.67,-87.46,-32.59,1.0,up-down
-0.19,0.0,0.93,-36.25,-86.91,-13.79,1.0,up-down
-0.19,-0.11,1.07,-39.55,-94.54,-18.8,1.0,up-down
-0.19,-0.22,1.29,-47.42,-98.94,-27.34,1.0,up-down
-0.16,-0.05,1.37,-46.81,-90.39,-14.83,1.0,up-down
-0.16,0.08,1.39,-44.86,-79.53,-11.9,1.0,up-down
-0.16,0.03,1.38,-45.35,-74.22,-22.03,1.0,up-down
-0.2,0.05,1.4,-46.45,-76.48,-27.65,1.0,up-down
-0.24,-0.19,1.66,-50.35,-87.77,-27.71,1.0,up-down
-0.24,-0.04,2.01,-48.83,-98.57,-7.14,1.0,up-down
-0.24,0.09,2.18,-39.61,-91.06,0.12,1.0,up-down
-0.25,0.0,2.18,-28.99,-68.85,-10.86,1.0,up-down
-0.24,-0.07,2.06,-20.51,-47.97,-13.73,1.0,up-down
-0.25,0.02,2.21,-14.16,-50.9,-4.21,1.0,up-down
-0.21,0.09,2.37,-9.52,-48.89,1.4,1.0,up-down
-0.11,0.18,2.45,-5.98,-33.57,2.2,1.0,up-down
-0.16,0.44,3.48,-30.33,-23.56,0.37,1.0,up-down
-0.34,0.02,3.34,-46.69,1.22,-13.85,1.0,up-down
0.13,-0.03,1.45,9.4,76.11,-11.54,1.0,up-down
-0.01,0.1,0.99,31.98,79.96,1.95,1.0,up-down
-0.01,0.04,1.51,24.84,23.32,0.24,1.0,up-down
0.02,0.16,1.94,26.37,-10.13,3.42,1.0,up-down
-0.0,0.09,1.87,25.27,9.34,-0.49,1.0,up-down
-0.08,0.06,1.64,20.87,40.59,-3.54,1.0,up-down
-0.11,0.06,1.6,17.64,49.32,-4.52,1.0,up-down
-0.13,-0.04,1.63,13.61,48.34,-9.95,1.0,up-down
-0.17,-0.08,1.58,11.17,53.22,-9.09,1.0,up-down
-0.18,-0.05,1.51,10.5,60.12,-2.38,1.0,up-down
-0.19,-0.03,1.5,11.96,62.5,1.46,1.0,up-down
-0.2,-0.05,1.53,15.56,62.32,2.69,1.0,up-down
-0.21,-0.09,1.5,20.45,66.71,4.7,1.0,up-down
-0.23,-0.09,1.43,25.39,74.65,8.85,1.0,up-down
-0.25,-0.12,1.29,28.87,82.34,12.57,1.0,up-down
-0.17,-0.1,1.21,30.21,83.68,18.86,1.0,up-down
-0.16,-0.08,1.25,30.82,79.47,23.62,1.0,up-down
-0.15,-0.06,1.26,31.49,80.26,26.86,1.0,up-down
-0.13,-0.03,1.17,32.1,87.16,28.69,1.0,up-down
-0.1,-0.02,1.12,30.15,93.08,29.17,1.0,up-down
-0.1,-0.01,1.11,27.59,95.03,28.93,1.0,up-down
-0.09,-0.03,1.09,25.02,99.06,28.38,1.0,up-down
-0.06,-0.04,1.0,24.72,104.8,27.95,1.0,up-down
-0.05,-0.02,0.9,25.02,109.19,28.44,1.0,up-down
-0.05,-0.06,0.82,25.09,110.17,26.61,1.0,up-down
-0.05,-0.12,0.78,25.51,107.54,25.09,1.0,up-down
-0.02,-0.13,0.74,24.6,104.61,27.83,1.0,up-down
0.01,-0.08,0.66,23.13,103.39,32.29,1.0,up-down
0.05,-0.07,0.62,18.62,101.2,34.0,1.0,up-down
0.08,-0.02,0.61,12.7,98.33,36.07,1.0,up-down
0.1,0.01,0.54,8.06,99.12,35.77,1.0,up-down
0.14,0.01,0.53,4.52,96.62,32.1,1.0,up-down
0.14,0.03,0.51,3.72,92.04,28.56,1.0,up-down
0.16,0.04,0.46,5.55,88.38,24.54,1.0,up-down
0.18,-0.0,0.41,7.51,83.44,20.39,1.0,up-down
0.21,0.04,0.46,9.7,75.38,20.08,1.0,up-down
0.22,0.0,0.39,12.45,73.12,15.63,1.0,up-down
0.23,0.02,0.33,13.0,70.56,12.15,1.0,up-down
0.24,0.0,0.28,13.43,65.61,8.85,1.0,up-down
0.24,-0.02,0.25,12.15,58.11,5.49,1.0,up-down
0.25,0.0,0.22,11.66,50.42,4.82,1.0,up-down
0.26,-0.02,0.2,11.17,41.81,1.53,1.0,up-down
0.27,-0.04,0.19,10.07,32.47,0.12,1.0,up-down
0.26,-0.04,0.17,9.64,25.57,2.62,1.0,up-down
0.27,-0.0,0.07,6.65,20.87,6.53,1.0,up-down
0.29,0.06,0.04,3.66,10.8,7.32,1.0,up-down
0.28,0.04,0.01,-0.49,0.12,2.26,1.0,up-down
0.26,0.01,-0.01,-3.6,-10.44,-0.79,1.0,up-down
0.24,-0.0,0.01,-5.37,-22.58,-1.16,1.0,up-down
0.25,0.01,0.01,-7.39,-30.94,-0.92,1.0,up-down
0.22,-0.0,-0.07,-8.85,-36.8,-1.65,1.0,up-down
0.19,-0.02,-0.04,-11.66,-47.91,-2.2,1.0,up-down
0.17,-0.01,0.04,-14.77,-60.73,-2.14,1.0,up-down
0.15,0.0,0.08,-15.5,-67.57,-3.23,1.0,up-down
0.13,0.01,0.06,-15.5,-70.07,-7.14,1.0,up-down
0.11,0.0,0.05,-17.4,-74.46,-11.17,1.0,up-down
0.09,0.0,0.05,-20.94,-80.51,-13.98,1.0,up-down
0.08,0.03,0.08,-24.66,-86.91,-15.5,1.0,up-down
0.07,0.08,0.1,-27.83,-93.44,-16.42,1.0,up-down
0.04,0.09,0.11,-29.3,-100.52,-18.55,1.0,up-down
0.0,0.1,0.15,-27.83,-109.62,-21.61,1.0,up-down
-0.03,0.06,0.22,-25.51,-121.58,-25.57,1.0,up-down
-0.07,0.01,0.35,-23.74,-132.75,-28.02,1.0,up-down
-0.09,0.03,0.41,-23.01,-138.24,-28.14,1.0,up-down
-0.17,-0.14,0.66,-26.61,-142.7,-30.27,1.0,up-down
-0.12,-0.18,0.34,-31.19,-134.89,-27.71,1.0,up-down
-0.24,0.26,0.65,-46.39,-147.28,-12.63,1.0,up-down
-0.22,0.15,1.16,-50.84,-182.19,-18.31,1.0,up-down
-0.31,-0.05,1.43,-53.53,-168.7,-40.53,1.0,up-down
-0.36,-0.22,1.21,-49.5,-136.9,-35.46,1.0,up-down
-0.4,-0.1,1.31,-54.81,-132.63,-20.63,1.0,up-down
-0.4,-0.05,1.52,-60.49,-138.85,-10.99,1.0,up-down
-0.4,-0.02,1.83,-63.29,-140.93,-11.29,1.0,up-down
-0.45,-0.1,1.95,-61.22,-130.62,-4.46,1.0,up-down
-0.41,0.11,2.11,-51.76,-125.73,14.59,1.0,up-down
-0.43,0.14,2.26,-36.19,-117.0,17.82,1.0,up-down
-0.41,0.08,2.21,-24.23,-99.49,11.78,1.0,up-down
-0.36,0.11,2.28,-16.66,-88.26,10.99,1.0,up-down
-0.31,0.15,2.37,-14.65,-76.48,13.31,1.0,up-down
-0.3,0.21,2.43,-14.28,-59.45,13.0,1.0,up-down
-0.27,0.27,2.44,-11.05,-40.65,10.19,1.0,up-down
-0.24,0.29,2.34,-2.62,-21.67,4.21,1.0,up-down
-0.23,0.26,2.38,1.89,-8.54,-4.7,1.0,up-down
-0.34,0.33,3.21,-22.46,-6.96,-11.6,1.0,up-down
-0.39,-0.03,2.98,-18.43,10.01,-18.8,1.0,up-down
-0.19,-0.21,1.49,40.59,66.71,-15.14,1.0,up-down
-0.06,0.1,1.1,58.84,62.44,7.14,1.0,up-down
-0.1,0.17,1.7,37.29,16.66,9.22,1.0,up-down
0.0,0.14,1.97,19.35,10.56,-1.28,1.0,up-down
-0.23,0.2,2.01,5.0,42.85,5.49,1.0,up-down
-0.06,0.1,1.89,3.23,81.05,-5.49,1.0,up-down
-0.26,0.44,2.08,-14.47,123.84,8.42,1.0,up-down
-0.39,-0.2,1.52,12.57,151.92,-18.74,1.0,up-down
-0.25,-0.25,1.14,28.93,148.5,-27.22,1.0,up-down
-0.19,0.18,1.55,26.49,109.92,5.0,1.0,up-down
-0.2,0.04,1.69,24.84,99.3,-2.38,1.0,up-down
-0.22,-0.03,1.38,31.49,117.98,-9.89,1.0,up-down
-0.2,0.03,1.16,36.32,119.93,-2.62,1.0,up-down
-0.16,0.01,1.26,34.42,100.83,-0.43,1.0,up-down
-0.14,0.0,1.35,32.41,92.96,1.77,1.0,up-down
-0.11,-0.0,1.25,35.46,101.32,5.13,1.0,up-down
-0.08,0.01,1.14,38.21,107.12,8.3,1.0,up-down
-0.05,0.06,1.06,41.02,107.67,12.94,1.0,up-down
-0.03,0.05,1.0,42.97,107.18,13.61,1.0,up-down
-0.04,-0.02,0.96,43.7,106.2,11.29,1.0,up-down
0.01,-0.03,0.9,43.82,107.97,12.76,1.0,up-down
0.0,-0.04,0.81,43.88,109.99,14.1,1.0,up-down
0.02,-0.07,0.76,40.77,109.99,15.44,1.0,up-down
0.04,-0.03,0.73,38.02,107.85,18.13,1.0,up-down
0.06,-0.03,0.73,35.22,107.06,19.04,1.0,up-down
0.08,-0.09,0.67,32.59,107.6,16.66,1.0,up-down
0.1,-0.13,0.61,24.23,110.72,17.27,1.0,up-down
0.14,-0.01,0.54,22.03,108.58,23.01,1.0,up-down
0.21,0.02,0.6,17.7,102.36,23.38,1.0,up-down
0.21,-0.01,0.62,16.97,100.16,19.78,1.0,up-down
0.23,-0.05,0.49,20.14,101.81,20.08,1.0,up-down
0.25,0.02,0.51,22.83,97.96,26.12,1.0,up-down
0.27,0.05,0.43,23.99,98.33,28.26,1.0,up-down
0.25,-0.06,0.37,22.28,97.29,23.86,1.0,up-down
0.2,-0.06,0.36,18.55,91.43,24.48,1.0,up-down
0.24,0.08,0.28,17.82,86.61,26.86,1.0,up-down
0.28,0.11,0.36,15.69,76.48,16.3,1.0,up-down
0.3,0.1,0.44,12.45,67.63,4.46,1.0,up-down
0.28,0.05,0.38,11.41,68.12,-2.93,1.0,up-down
0.25,-0.02,0.28,10.07,66.59,-8.67,1.0,up-down
0.24,-0.09,0.23,8.24,56.64,-10.25,1.0,up-down
0.26,-0.1,0.24,6.65,43.46,-6.84,1.0,up-down
0.27,-0.06,0.23,5.25,32.1,-3.05,1.0,up-down
0.27,-0.01,0.16,4.39,25.27,-1.4,1.0,up-down
0.24,0.0,0.07,4.82,15.87,-3.91,1.0,up-down
0.26,-0.02,0.02,6.84,0.79,-9.58,1.0,up-down
0.25,-0.03,0.04,6.59,-15.56,-12.39,1.0,up-down
0.19,-0.02,0.02,4.76,-27.22,-12.45,1.0,up-down
0.2,-0.05,-0.03,3.6,-37.96,-12.76,1.0,up-down
0.19,-0.05,-0.04,2.01,-54.32,-14.34,1.0,up-down
0.21,-0.0,0.04,-1.77,-70.25,-14.53,1.0,up-down
0.2,0.01,0.1,-5.13,-80.69,-16.42,1.0,up-down
0.16,-0.06,0.09,-8.67,-84.59,-20.57,1.0,up-down
0.12,-0.09,0.07,-13.67,-88.87,-21.48,1.0,up-down
0.1,-0.06,0.07,-16.54,-97.41,-21.0,1.0,up-down
0.05,-0.06,0.12,-18.92,-106.32,-24.11,1.0,up-down
-0.0,-0.11,0.16,-19.41,-113.46,-27.34,1.0,up-down
-0.03,-0.13,0.22,-18.49,-121.22,-28.38,1.0,up-down
-0.05,-0.12,0.29,-16.91,-127.93,-27.34,1.0,up-down
-0.08,-0.11,0.31,-14.65,-131.29,-28.99,1.0,up-down
-0.13,-0.16,0.35,-14.34,-133.36,-33.02,1.0,up-down
-0.16,-0.16,0.44,-14.34,-138.55,-31.98,1.0,up-down
-0.13,-0.01,0.5,-13.98,-143.19,-25.09,1.0,up-down
-0.22,0.01,1.01,-13.31,-151.31,-27.22,1.0,up-down
-0.13,-0.3,0.54,-16.91,-144.96,-25.33,1.0,up-down
-0.23,0.19,1.09,-22.03,-177.06,-6.77,1.0,up-down
-0.2,-0.19,1.34,-24.17,-174.32,-28.26,1.0,up-down
-0.17,-0.22,1.36,-24.35,-150.15,-34.0,1.0,up-down
-0.22,-0.34,1.39,-32.78,-127.56,-26.92,1.0,up-down
-0.2,-0.03,1.48,-40.83,-123.96,-10.07,1.0,up-down
-0.18,-0.17,1.71,-44.25,-125.0,-16.91,1.0,up-down
