ax,ay,az,gx,gy,gz,target,target_name
-0.14,-0.12,1.11,5.43,-2.93,96.56,0.0,left-right
-0.16,-0.06,1.13,8.18,-2.81,97.23,0.0,left-right
-0.18,-0.05,1.15,9.34,-1.46,96.19,0.0,left-right
-0.2,-0.03,1.16,9.64,0.0,96.01,0.0,left-right
-0.2,0.0,1.15,10.01,0.98,97.47,0.0,left-right
-0.22,0.04,1.18,9.28,1.65,99.0,0.0,left-right
-0.22,0.14,1.15,8.91,5.25,101.32,0.0,left-right
-0.23,0.16,1.13,9.89,8.18,99.06,0.0,left-right
-0.24,0.2,1.11,10.13,8.48,97.47,0.0,left-right
-0.24,0.25,1.07,11.17,8.85,97.05,0.0,left-right
-0.25,0.25,1.07,11.66,7.81,94.48,0.0,left-right
-0.26,0.3,1.07,10.74,7.08,93.44,0.0,left-right
-0.26,0.38,1.08,8.97,6.65,93.44,0.0,left-right
-0.24,0.48,1.14,6.35,5.8,91.61,0.0,left-right
-0.22,0.55,1.13,4.09,8.67,88.2,0.0,left-right
-0.21,0.62,1.11,1.4,12.94,84.35,0.0,left-right
-0.19,0.66,1.08,0.79,15.38,79.35,0.0,left-right
-0.18,0.67,1.01,1.16,18.86,72.02,0.0,left-right
-0.16,0.68,0.99,1.28,18.86,65.92,0.0,left-right
-0.14,0.73,0.99,1.65,16.85,60.55,0.0,left-right
-0.12,0.8,0.97,1.95,16.05,56.15,0.0,left-right
-0.1,1.01,0.86,2.44,15.2,49.8,0.0,left-right
-0.09,0.45,1.25,-9.89,17.15,21.24,0.0,left-right
-0.08,1.02,0.84,19.1,40.04,15.01,0.0,left-right
-0.08,0.78,0.52,11.84,34.0,30.64,0.0,left-right
-0.08,0.87,0.98,0.12,-13.55,21.24,0.0,left-right
-0.04,1.07,1.36,-0.06,-18.13,17.27,0.0,left-right
-0.05,0.98,1.03,5.25,17.21,-1.28,0.0,left-right
-0.07,0.86,0.76,5.86,30.88,-17.27,0.0,left-right
-0.05,0.83,0.91,1.4,9.95,-21.91,0.0,left-right
-0.05,0.84,1.11,-3.23,0.37,-25.57,0.0,left-right
-0.04,0.86,0.98,-3.6,11.78,-31.25,0.0,left-right
-0.05,0.79,0.82,-4.03,20.02,-40.1,0.0,left-right
-0.05,0.81,0.93,-7.02,8.12,-44.43,0.0,left-right
-0.06,0.83,1.01,-8.12,3.36,-50.78,0.0,left-right
-0.07,0.75,0.97,-7.93,9.28,-62.07,0.0,left-right
-0.09,0.65,0.89,-7.93,12.7,-71.96,0.0,left-right
-0.1,0.59,0.88,-9.09,9.09,-77.27,0.0,left-right
-0.11,0.55,0.89,-9.89,4.27,-80.32,0.0,left-right
-0.13,0.49,0.9,-8.79,1.4,-83.74,0.0,left-right
-0.15,0.44,0.9,-6.35,-0.49,-86.98,0.0,left-right
-0.16,0.38,0.89,-4.15,-2.81,-89.9,0.0,left-right
-0.17,0.33,0.92,-3.05,-6.71,-91.86,0.0,left-right
-0.18,0.27,0.96,-2.75,-10.31,-93.44,0.0,left-right
-0.2,0.23,0.98,-3.23,-11.35,-94.24,0.0,left-right
-0.21,0.18,0.99,-4.27,-11.11,-95.64,0.0,left-right
-0.21,0.11,1.02,-5.62,-11.29,-97.35,0.0,left-right
-0.2,0.09,1.04,-6.71,-11.11,-97.05,0.0,left-right
-0.2,0.04,1.03,-8.48,-9.95,-97.29,0.0,left-right
-0.19,-0.04,1.05,-11.29,-8.97,-99.12,0.0,left-right
-0.18,-0.06,1.03,-13.37,-6.65,-97.9,0.0,left-right
-0.17,-0.08,0.99,-14.77,-4.76,-96.74,0.0,left-right
-0.15,-0.16,1.04,-16.72,-6.35,-96.92,0.0,left-right
-0.14,-0.19,1.01,-16.17,-5.13,-96.44,0.0,left-right
-0.12,-0.27,0.95,-13.73,-1.89,-96.74,0.0,left-right
-0.11,-0.32,0.95,-12.7,-5.19,-94.24,0.0,left-right
-0.09,-0.33,1.01,-12.21,-9.34,-88.93,0.0,left-right
-0.08,-0.33,1.05,-10.99,-10.07,-83.44,0.0,left-right
-0.07,-0.38,1.02,-9.89,-6.16,-80.26,0.0,left-right
-0.07,-0.45,0.99,-9.89,-3.11,-77.88,0.0,left-right
-0.07,-0.49,1.0,-10.07,-2.5,-73.67,0.0,left-right
-0.07,-0.53,1.0,-8.91,-1.83,-68.54,0.0,left-right
-0.08,-0.6,0.98,-7.14,-0.49,-64.27,0.0,left-right
-0.09,-0.67,0.95,-5.55,0.31,-58.96,0.0,left-right
-0.09,-0.75,0.93,-6.77,0.55,-50.54,0.0,left-right
-0.1,-0.74,0.92,-8.12,-0.67,-38.88,0.0,left-right
-0.1,-0.79,0.9,-8.48,-1.34,-31.43,0.0,left-right
-0.11,-0.81,0.89,-9.34,-1.89,-23.19,0.0,left-right
-0.11,-0.83,0.88,-9.28,-2.69,-13.73,0.0,left-right
-0.12,-0.83,0.89,-9.28,-4.09,-4.21,0.0,left-right
-0.12,-0.8,0.89,-8.18,-6.04,5.98,0.0,left-right
-0.12,-0.78,0.88,-5.86,-9.03,16.36,0.0,left-right
-0.12,-0.78,0.92,-4.39,-13.55,27.4,0.0,left-right
-0.12,-0.71,0.96,-5.07,-15.26,40.65,0.0,left-right
-0.11,-0.66,0.94,-5.13,-12.08,50.66,0.0,left-right
-0.12,-0.62,0.94,-5.19,-9.83,57.01,0.0,left-right
-0.11,-0.55,0.97,-4.82,-10.44,64.21,0.0,left-right
-0.12,-0.49,1.0,-3.11,-10.13,69.82,0.0,left-right
-0.12,-0.43,1.05,-1.71,-9.52,74.1,0.0,left-right
-0.13,-0.36,1.1,-0.67,-7.51,78.31,0.0,left-right
-0.14,-0.34,1.1,0.43,-2.87,81.24,0.0,left-right
-0.15,-0.32,1.04,1.89,1.22,83.98,0.0,left-right
-0.16,-0.27,1.04,3.17,1.53,88.07,0.0,left-right
-0.17,-0.2,1.06,4.58,0.12,92.29,0.0,left-right
-0.18,-0.17,1.06,7.2,-0.55,94.24,0.0,left-right
-0.2,-0.15,1.04,9.22,-0.31,95.46,0.0,left-right
-0.22,-0.14,1.04,9.7,0.0,97.6,0.0,left-right
-0.24,-0.1,1.03,9.7,-0.06,100.59,0.0,left-right
-0.25,-0.03,1.02,10.01,-0.43,104.06,0.0,left-right
-0.26,0.02,1.06,9.03,-1.53,105.83,0.0,left-right
-0.26,0.08,1.04,7.45,-0.31,107.24,0.0,left-right
-0.27,0.13,1.0,5.37,1.71,106.99,0.0,left-right
-0.27,0.19,1.02,2.5,0.49,106.08,0.0,left-right
-0.26,0.27,1.06,-0.24,-0.43,106.63,0.0,left-right
-0.25,0.39,1.07,-1.46,-0.06,106.45,0.0,left-right
-0.24,0.44,1.07,-1.77,1.22,102.29,0.0,left-right
-0.23,0.48,1.04,-1.22,2.75,98.94,0.0,left-right
-0.23,0.57,1.06,-0.61,1.53,97.78,0.0,left-right
-0.21,0.65,1.09,-0.18,1.65,93.93,0.0,left-right
-0.19,0.71,1.04,0.79,5.13,86.91,0.0,left-right
-0.18,0.74,1.02,0.0,6.29,78.61,0.0,left-right
-0.15,0.8,1.04,-1.65,4.33,70.98,0.0,left-right
-0.14,0.85,1.05,-2.69,4.58,63.17,0.0,left-right
-0.12,0.86,1.01,-1.83,8.18,52.49,0.0,left-right
-0.12,0.83,0.96,-0.85,11.23,41.26,0.0,left-right
-0.11,0.86,0.97,-0.12,9.95,34.42,0.0,left-right
-0.11,0.89,0.98,-0.12,7.69,28.93,0.0,left-right
-0.11,0.87,0.96,0.18,8.54,21.24,0.0,left-right
-0.1,0.88,0.95,1.16,8.61,14.28,0.0,left-right
-0.1,0.88,0.95,1.77,6.9,7.08,0.0,left-right
-0.1,0.87,0.93,1.4,6.59,-0.43,0.0,left-right
-0.1,0.87,0.92,1.34,5.43,-7.81,0.0,left-right
-0.09,0.88,0.94,1.16,3.85,-15.93,0.0,left-right
-0.1,0.86,0.95,0.43,3.36,-24.48,0.0,left-right
-0.1,0.8,0.93,-0.92,3.91,-32.9,0.0,left-right
-0.11,0.78,0.93,-2.44,3.97,-39.49,0.0,left-right
-0.11,0.76,0.94,-3.23,2.2,-45.35,0.0,left-right
-0.12,0.73,0.95,-2.69,0.43,-52.19,0.0,left-right
-0.12,0.7,0.95,-2.75,-0.61,-58.17,0.0,left-right
-0.13,0.68,0.95,-3.17,-1.89,-63.17,0.0,left-right
-0.13,0.67,0.99,-3.42,-4.03,-68.73,0.0,left-right
-0.15,0.63,1.02,-3.6,-4.94,-75.44,0.0,left-right
-0.17,0.57,1.01,-3.17,-3.3,-82.03,0.0,left-right
-0.19,0.48,1.01,-2.38,-2.75,-88.68,0.0,left-right
-0.2,0.41,1.05,-2.26,-4.76,-92.65,0.0,left-right
-0.21,0.34,1.04,-2.14,-4.46,-94.91,0.0,left-right
-0.22,0.28,1.05,-2.2,-4.21,-96.62,0.0,left-right
-0.22,0.22,1.08,-2.08,-5.37,-97.84,0.0,left-right
-0.22,0.17,1.08,-1.71,-4.58,-98.88,0.0,left-right
-0.21,0.08,1.05,-1.71,-2.38,-100.59,0.0,left-right
-0.2,0.02,1.04,-2.69,-1.53,-101.01,0.0,left-right
-0.19,-0.05,1.05,-4.27,-2.14,-100.04,0.0,left-right
-0.18,-0.11,1.08,-6.1,-2.38,-99.43,0.0,left-right
-0.17,-0.17,1.05,-7.02,0.0,-98.21,0.0,left-right
-0.17,-0.23,1.03,-8.91,0.85,-97.17,0.0,left-right
-0.16,-0.29,1.06,-10.68,0.24,-96.07,0.0,left-right
-0.15,-0.34,1.02,-9.4,2.38,-94.12,0.0,left-right
-0.14,-0.38,1.03,-8.61,1.65,-91.13,0.0,left-right
-0.14,-0.45,1.02,-7.75,1.59,-87.65,0.0,left-right
-0.13,-0.49,1.02,-7.08,1.59,-82.21,0.0,left-right
-0.12,-0.5,1.02,-6.16,1.53,-75.87,0.0,left-right
-0.12,-0.54,1.02,-4.82,2.26,-70.25,0.0,left-right
-0.12,-0.57,1.0,-3.11,2.87,-63.9,0.0,left-right
-0.12,-0.61,0.98,-2.44,4.27,-57.07,0.0,left-right
-0.13,-0.67,0.95,-2.93,6.23,-50.96,0.0,left-right
-0.14,-0.71,0.93,-4.39,7.69,-43.88,0.0,left-right
-0.14,-0.76,0.9,-5.55,8.67,-36.38,0.0,left-right
-0.15,-0.79,0.86,-6.53,8.85,-27.53,0.0,left-right
-0.15,-0.82,0.82,-7.26,8.0,-18.49,0.0,left-right
-0.14,-0.84,0.79,-7.69,5.92,-8.73,0.0,left-right
-0.14,-0.8,0.78,-8.3,2.75,2.56,0.0,left-right
-0.14,-0.77,0.81,-8.97,-0.79,13.12,0.0,left-right
-0.14,-0.76,0.79,-8.85,-3.11,22.46,0.0,left-right
-0.13,-0.7,0.78,-9.16,-5.92,34.18,0.0,left-right
-0.12,-0.64,0.84,-9.46,-10.19,44.74,0.0,left-right
-0.11,-0.55,0.87,-8.54,-10.31,53.1,0.0,left-right
-0.1,-0.5,0.88,-7.81,-8.85,58.47,0.0,left-right
-0.09,-0.44,0.91,-8.3,-8.3,62.56,0.0,left-right
-0.09,-0.37,0.93,-8.97,-7.14,66.83,0.0,left-right
-0.09,-0.32,0.96,-9.4,-5.19,69.27,0.0,left-right
-0.1,-0.27,0.98,-7.69,-4.39,71.35,0.0,left-right
-0.1,-0.24,1.0,-5.55,-4.21,73.0,0.0,left-right
-0.1,-0.2,1.02,-3.54,-3.91,75.62,0.0,left-right
-0.11,-0.13,1.03,-1.71,-3.72,79.59,0.0,left-right
-0.12,-0.1,1.07,0.06,-3.85,80.26,0.0,left-right
-0.15,-0.13,1.08,1.04,-2.62,79.65,0.0,left-right
-0.16,-0.08,1.09,2.87,-1.22,82.95,0.0,left-right
-0.17,-0.02,1.09,5.07,-0.92,85.94,0.0,left-right
-0.18,-0.02,1.11,8.06,-1.83,85.08,0.0,left-right
-0.19,-0.02,1.13,10.38,-1.4,85.27,0.0,left-right
-0.19,0.1,1.12,11.72,-0.12,89.36,0.0,left-right
-0.2,0.1,1.13,12.02,0.37,87.65,0.0,left-right
-0.2,0.12,1.14,11.11,1.65,84.84,0.0,left-right
-0.2,0.18,1.09,11.54,4.39,85.14,0.0,left-right
-0.21,0.2,1.09,11.35,3.66,83.62,0.0,left-right
-0.23,0.2,1.07,11.23,3.17,82.4,0.0,left-right
-0.24,0.25,1.08,11.9,2.62,82.52,0.0,left-right
-0.24,0.32,1.07,12.57,2.14,82.4,0.0,left-right
-0.25,0.33,1.05,12.88,2.32,79.35,0.0,left-right
-0.26,0.37,1.02,12.57,1.95,77.39,0.0,left-right
-0.26,0.43,1.08,8.91,0.12,74.89,0.0,left-right
-0.25,0.49,1.13,4.88,0.31,71.47,0.0,left-right
-0.26,0.54,1.07,2.32,7.08,66.35,0.0,left-right
-0.26,0.59,1.05,-0.61,10.19,61.34,0.0,left-right
-0.24,0.69,1.07,-2.69,9.16,56.09,0.0,left-right
-0.21,0.55,1.82,-1.95,19.29,13.43,0.0,left-right
-0.25,0.59,0.91,22.09,87.22,-23.74,0.0,left-right
-0.21,0.72,0.4,28.44,88.13,28.32,0.0,left-right
-0.21,0.58,0.54,1.59,14.65,25.51,0.0,left-right
-0.12,1.32,1.54,-23.32,-29.54,31.01,0.0,left-right
0.01,1.58,1.32,-20.26,-12.82,27.65,0.0,left-right
-0.13,1.09,1.45,-11.72,-24.48,25.15,0.0,left-right
-0.16,0.44,0.81,-3.6,-1.83,-5.31,0.0,left-right
-0.15,0.74,0.79,5.31,-7.69,12.39,0.0,left-right
-0.1,1.12,1.24,1.95,-20.08,31.43,0.0,left-right
-0.09,1.03,1.07,1.34,4.27,-0.67,0.0,left-right
-0.12,0.83,0.82,0.37,24.78,-32.41,0.0,left-right
-0.11,0.59,0.92,-2.93,18.55,-40.77,0.0,left-right
-0.1,0.88,0.83,-3.17,12.21,-33.51,0.0,left-right
-0.11,0.72,0.83,-4.7,7.93,-46.33,0.0,left-right
-0.12,0.52,0.88,-8.12,1.71,-58.17,0.0,left-right
-0.1,0.75,0.81,-8.3,0.0,-50.05,0.0,left-right
-0.11,0.56,0.95,-9.4,-5.92,-62.32,0.0,left-right
-0.11,0.58,0.94,-9.7,-4.27,-68.36,0.0,left-right
-0.11,0.56,0.91,-8.73,0.24,-71.66,0.0,left-right
-0.13,0.47,0.94,-9.22,-2.44,-79.41,0.0,left-right
-0.13,0.43,0.96,-9.28,-5.0,-83.13,0.0,left-right
-0.12,0.43,1.0,-10.19,-7.81,-84.78,0.0,left-right
-0.12,0.39,1.03,-11.05,-8.3,-88.26,0.0,left-right
-0.13,0.29,1.0,-11.11,-5.43,-93.93,0.0,left-right
-0.14,0.19,0.99,-11.05,-4.82,-97.47,0.0,left-right
-0.15,0.14,1.02,-10.56,-7.63,-97.17,0.0,left-right
-0.16,0.11,1.05,-8.79,-9.7,-96.31,0.0,left-right
-0.16,0.06,1.08,-6.23,-10.56,-96.56,0.0,left-right
-0.17,-0.02,1.11,-3.66,-11.05,-97.23,0.0,left-right
-0.17,-0.08,1.13,-2.5,-10.5,-96.68,0.0,left-right
-0.17,-0.15,1.13,-2.08,-7.57,-95.83,0.0,left-right
-0.17,-0.22,1.11,-2.93,-4.03,-94.48,0.0,left-right
-0.16,-0.28,1.11,-4.7,-2.14,-92.35,0.0,left-right
-0.15,-0.28,1.14,-6.35,-0.37,-90.52,0.0,left-right
-0.14,-0.36,1.03,-5.86,5.92,-89.23,0.0,left-right
-0.13,-0.41,1.06,-7.51,4.15,-86.18,0.0,left-right
-0.11,-0.44,1.03,-7.81,5.0,-79.9,0.0,left-right
-0.11,-0.47,1.0,-8.67,7.45,-75.13,0.0,left-right
-0.09,-0.5,0.97,-9.89,9.22,-70.43,0.0,left-right
-0.08,-0.5,0.98,-10.62,7.81,-63.72,0.0,left-right
-0.08,-0.51,0.98,-9.4,6.96,-57.37,0.0,left-right
-0.08,-0.56,0.96,-7.14,8.61,-52.73,0.0,left-right
-0.09,-0.61,0.93,-4.82,9.52,-47.55,0.0,left-right
-0.08,-0.63,0.9,-3.3,8.54,-40.41,0.0,left-right
-0.09,-0.64,0.89,-2.38,7.02,-32.65,0.0,left-right
-0.1,-0.67,0.91,-2.62,4.7,-25.82,0.0,left-right
-0.11,-0.69,0.9,-1.71,4.33,-18.86,0.0,left-right
-0.13,-0.73,0.85,-1.4,4.82,-10.62,0.0,left-right
-0.14,-0.75,0.82,-1.34,3.23,-1.1,0.0,left-right
-0.13,-0.74,0.81,-1.46,0.43,9.34,0.0,left-right
-0.14,-0.71,0.82,-1.53,-2.56,20.63,0.0,left-right
-0.14,-0.68,0.85,-1.71,-5.86,30.7,0.0,left-right
-0.13,-0.63,0.87,-2.32,-6.65,39.92,0.0,left-right
-0.13,-0.58,0.86,-3.97,-5.25,46.94,0.0,left-right
-0.12,-0.53,0.88,-5.13,-4.82,52.06,0.0,left-right
-0.13,-0.49,0.93,-6.29,-4.82,56.95,0.0,left-right
-0.12,-0.44,0.95,-6.53,-3.05,61.71,0.0,left-right
-0.11,-0.37,0.96,-5.74,-1.22,67.08,0.0,left-right
-0.11,-0.32,0.99,-4.21,-0.55,71.29,0.0,left-right
-0.12,-0.27,0.99,-1.4,-0.06,74.77,0.0,left-right
-0.11,-0.22,1.01,2.14,-1.04,78.06,0.0,left-right
-0.11,-0.14,1.05,4.64,-2.81,82.28,0.0,left-right
-0.11,-0.08,1.06,7.02,-2.87,84.84,0.0,left-right
-0.12,-0.06,1.09,9.34,-3.36,84.35,0.0,left-right
-0.13,-0.0,1.1,11.17,-2.87,84.78,0.0,left-right
-0.13,-0.0,1.09,11.72,-0.92,84.53,0.0,left-right
-0.14,0.06,1.11,11.54,-0.24,86.06,0.0,left-right
-0.15,0.07,1.13,11.54,0.24,85.02,0.0,left-right
-0.16,0.12,1.09,12.21,2.99,84.53,0.0,left-right
-0.17,0.14,1.07,12.94,3.91,84.23,0.0,left-right
-0.17,0.21,1.11,12.94,1.83,82.89,0.0,left-right
-0.18,0.25,1.1,13.55,3.48,81.05,0.0,left-right
-0.2,0.28,1.06,13.67,5.19,78.8,0.0,left-right
-0.21,0.33,1.06,13.31,3.78,76.42,0.0,left-right
-0.21,0.34,1.07,13.37,2.2,72.94,0.0,left-right
-0.22,0.37,1.04,11.6,5.62,68.66,0.0,left-right
-0.22,0.37,0.96,12.94,7.2,67.26,0.0,left-right
-0.23,0.44,1.0,10.25,1.4,67.26,0.0,left-right
-0.23,0.47,1.04,6.59,-0.12,66.41,0.0,left-right
-0.24,0.5,1.0,3.97,3.3,62.68,0.0,left-right
-0.23,0.54,0.97,1.28,5.74,58.65,0.0,left-right
-0.23,0.59,0.96,-1.65,3.97,55.11,0.0,left-right
-0.21,0.66,0.96,-3.36,1.53,52.12,0.0,left-right
-0.2,0.71,0.95,-5.07,0.98,46.63,0.0,left-right
-0.21,0.75,0.96,-6.96,1.1,39.98,0.0,left-right
-0.17,0.8,0.91,-8.18,2.5,33.08,0.0,left-right
-0.17,0.79,0.95,-10.74,1.1,25.15,0.0,left-right
-0.16,0.8,0.94,-11.96,1.71,17.09,0.0,left-right
-0.14,0.85,0.91,-12.88,4.39,11.23,0.0,left-right
-0.13,0.85,0.92,-14.28,4.09,3.23,0.0,left-right
-0.12,0.85,0.9,-15.14,3.97,-5.25,0.0,left-right
-0.1,0.87,0.92,-14.71,2.75,-12.27,0.0,left-right
-0.1,0.86,0.92,-13.79,2.44,-20.45,0.0,left-right
-0.11,0.82,0.92,-12.88,1.83,-29.36,0.0,left-right
-0.1,0.81,0.94,-12.63,0.18,-35.46,0.0,left-right
-0.1,0.79,0.94,-12.82,-0.37,-40.83,0.0,left-right
-0.1,0.79,0.97,-13.18,-1.53,-46.33,0.0,left-right
-0.11,0.77,0.99,-12.7,-3.11,-53.41,0.0,left-right
-0.11,0.72,1.02,-12.45,-3.66,-61.22,0.0,left-right
-0.11,0.72,1.01,-11.29,-2.44,-66.53,0.0,left-right
-0.12,0.68,1.0,-9.77,-1.04,-74.04,0.0,left-right
-0.13,0.6,1.0,-9.22,-1.83,-82.34,0.0,left-right
-0.13,0.55,1.02,-9.09,-3.6,-87.65,0.0,left-right
-0.15,0.5,1.01,-8.79,-2.32,-92.29,0.0,left-right
-0.16,0.4,0.97,-8.24,-1.1,-97.78,0.0,left-right
-0.17,0.32,0.98,-7.63,-3.05,-101.01,0.0,left-right
-0.18,0.24,1.0,-7.39,-5.31,-102.11,0.0,left-right
-0.19,0.18,1.04,-7.02,-7.08,-102.36,0.0,left-right
-0.2,0.13,1.05,-6.65,-7.02,-101.68,0.0,left-right
-0.2,0.04,1.05,-6.71,-5.92,-102.42,0.0,left-right
-0.21,-0.04,1.06,-8.3,-6.29,-102.17,0.0,left-right
-0.2,-0.06,1.1,-9.64,-7.81,-98.82,0.0,left-right
-0.19,-0.08,1.14,-10.13,-8.18,-96.62,0.0,left-right
-0.18,-0.12,1.11,-10.62,-4.58,-95.83,0.0,left-right
-0.17,-0.17,1.08,-11.9,-1.71,-94.91,0.0,left-right
-0.16,-0.22,1.1,-12.76,-2.56,-93.93,0.0,left-right
-0.15,-0.24,1.12,-11.96,-1.95,-92.59,0.0,left-right
-0.14,-0.29,1.07,-8.91,1.53,-91.92,0.0,left-right
-0.13,-0.36,1.05,-7.26,1.1,-89.97,0.0,left-right
-0.12,-0.4,1.04,-6.53,0.85,-84.53,0.0,left-right
-0.11,-0.44,1.04,-6.1,1.34,-78.31,0.0,left-right
-0.1,-0.45,1.03,-5.37,3.11,-71.78,0.0,left-right
-0.09,-0.47,1.0,-4.88,5.07,-65.49,0.0,left-right
-0.09,-0.49,0.99,-4.46,5.13,-59.51,0.0,left-right
-0.1,-0.53,0.99,-2.87,4.09,-53.1,0.0,left-right
-0.1,-0.57,0.97,0.0,4.09,-46.57,0.0,left-right
-0.11,-0.61,0.95,1.4,4.64,-39.61,0.0,left-right
-0.12,-0.63,0.93,2.32,4.52,-32.65,0.0,left-right
-0.13,-0.66,0.93,2.81,3.78,-25.51,0.0,left-right
-0.13,-0.68,0.9,2.38,4.09,-18.19,0.0,left-right
-0.16,-0.72,0.86,0.79,4.82,-10.13,0.0,left-right
-0.11,-0.72,0.88,-0.37,3.97,-1.28,0.0,left-right
-0.18,-0.78,0.81,1.22,2.56,7.63,0.0,left-right
-0.16,-0.77,0.8,-0.12,-1.22,21.55,0.0,left-right
-0.16,-0.75,0.84,-0.61,-6.23,33.87,0.0,left-right
-0.15,-0.68,0.89,-3.05,-8.67,45.04,0.0,left-right
-0.13,-0.58,0.9,-4.15,-7.08,54.5,0.0,left-right
-0.13,-0.52,0.91,-3.66,-5.0,59.69,0.0,left-right
-0.12,-0.46,0.94,-3.05,-5.49,63.78,0.0,left-right
-0.12,-0.4,0.99,-3.17,-5.68,67.81,0.0,left-right
-0.12,-0.38,1.0,-3.42,-2.26,70.56,0.0,left-right
-0.12,-0.33,1.01,-3.78,0.06,73.79,0.0,left-right
-0.12,-0.26,1.05,-3.54,0.55,78.55,0.0,left-right
-0.11,-0.18,1.07,-1.77,0.79,83.07,0.0,left-right
-0.11,-0.08,1.1,1.1,0.73,87.1,0.0,left-right
-0.11,-0.03,1.11,5.07,1.4,87.28,0.0,left-right
-0.12,-0.0,1.11,9.64,2.14,86.24,0.0,left-right
-0.13,0.03,1.07,12.51,3.11,86.49,0.0,left-right
-0.14,0.03,1.07,13.55,2.87,85.75,0.0,left-right
-0.16,0.03,1.06,13.18,3.91,84.72,0.0,left-right
-0.18,0.06,1.01,13.37,6.47,85.69,0.0,left-right
-0.19,0.09,1.01,13.18,5.49,86.91,0.0,left-right
-0.2,0.15,1.04,13.12,2.56,87.95,0.0,left-right
-0.22,0.23,1.06,12.39,2.56,88.99,0.0,left-right
-0.22,0.28,1.05,11.11,3.42,87.77,0.0,left-right
-0.22,0.35,1.02,9.16,4.27,85.75,0.0,left-right
-0.21,0.4,1.02,6.04,4.52,83.13,0.0,left-right
-0.21,0.44,1.04,3.23,4.82,80.08,0.0,left-right
-0.21,0.47,1.03,0.79,6.41,77.88,0.0,left-right
-0.21,0.58,1.03,-1.1,7.57,77.58,0.0,left-right
-0.19,0.68,1.03,-1.22,7.81,74.28,0.0,left-right
-0.18,0.74,1.02,-0.79,7.75,67.2,0.0,left-right
-0.18,0.75,1.01,-0.79,8.0,58.96,0.0,left-right
-0.17,0.79,1.02,-0.98,7.81,51.82,0.0,left-right
-0.15,0.87,1.05,-0.49,7.75,45.47,0.0,left-right
-0.14,0.9,1.01,0.18,10.99,36.07,0.0,left-right
-0.14,0.9,1.0,0.18,12.45,26.86,0.0,left-right
-0.12,0.92,1.01,-0.49,11.47,20.02,0.0,left-right
-0.12,0.94,0.99,-0.61,13.0,13.31,0.0,left-right
-0.11,0.96,0.98,0.18,13.98,5.74,0.0,left-right
-0.1,0.95,0.93,1.89,14.22,-2.56,0.0,left-right
-0.1,0.94,0.92,3.6,12.27,-10.74,0.0,left-right
-0.1,0.92,0.91,4.03,9.77,-18.68,0.0,left-right
-0.1,0.88,0.91,3.36,8.79,-27.77,0.0,left-right
-0.1,0.83,0.91,2.14,7.87,-35.34,0.0,left-right
-0.11,0.8,0.9,-0.12,7.75,-41.02,0.0,left-right
-0.1,0.82,0.89,-2.5,7.08,-45.17,0.0,left-right
-0.11,0.8,0.91,-4.46,5.25,-52.67,0.0,left-right
-0.12,0.73,0.92,-6.9,3.48,-61.22,0.0,left-right
-0.12,0.69,0.94,-8.24,1.95,-66.1,0.0,left-right
-0.13,0.65,0.94,-8.48,1.4,-70.13,0.0,left-right
-0.12,0.6,0.93,-8.12,0.67,-75.44,0.0,left-right
-0.12,0.58,0.94,-7.93,-1.4,-79.22,0.0,left-right
-0.12,0.53,0.99,-8.24,-4.52,-83.68,0.0,left-right
-0.12,0.49,1.0,-8.42,-5.43,-87.28,0.0,left-right
-0.13,0.41,0.98,-8.91,-4.82,-91.31,0.0,left-right
-0.12,0.37,1.0,-9.34,-6.35,-93.69,0.0,left-right
-0.12,0.37,1.03,-9.52,-8.24,-94.48,0.0,left-right
-0.13,0.33,1.06,-9.16,-9.52,-97.35,0.0,left-right
-0.14,0.25,1.1,-7.69,-9.77,-101.75,0.0,left-right
-0.16,0.18,1.1,-5.8,-8.06,-104.68,0.0,left-right
-0.17,0.07,1.11,-5.62,-7.32,-106.87,0.0,left-right
-0.18,-0.01,1.14,-6.29,-6.59,-107.06,0.0,left-right
-0.19,-0.08,1.13,-6.16,-3.17,-106.75,0.0,left-right
-0.2,-0.18,1.13,-6.16,-1.34,-106.69,0.0,left-right
-0.2,-0.26,1.1,-4.64,-0.55,-104.37,0.0,left-right
-0.21,-0.32,1.12,-3.97,-0.18,-102.48,0.0,left-right
-0.21,-0.43,1.06,-2.69,2.38,-102.05,0.0,left-right
-0.2,-0.51,1.07,-4.76,2.08,-98.57,0.0,left-right
-0.19,-0.55,1.08,-8.48,3.05,-91.0,0.0,left-right
-0.19,-0.58,1.07,-12.08,6.1,-83.01,0.0,left-right
-0.17,-0.61,1.06,-13.73,8.54,-75.74,0.0,left-right
-0.15,-0.64,1.03,-12.94,10.19,-67.44,0.0,left-right
-0.15,-0.65,1.02,-11.35,10.93,-58.29,0.0,left-right
-0.12,-0.69,0.99,-10.31,11.11,-48.46,0.0,left-right
-0.11,-0.62,0.98,-9.77,10.62,-36.13,0.0,left-right
-0.1,-0.62,0.97,-6.96,10.31,-29.79,0.0,left-right
-0.12,-0.67,0.92,-4.27,11.96,-26.86,0.0,left-right
-0.13,-0.72,0.87,-2.26,11.66,-21.48,0.0,left-right
-0.15,-0.77,0.83,-1.77,11.11,-14.65,0.0,left-right
-0.17,-0.84,0.78,-1.77,10.44,-7.51,0.0,left-right
-0.18,-0.86,0.77,-1.59,6.35,2.38,0.0,left-right
